,PARLAY_ID,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_EV,PARLAY_PROB,PARLAY_HOUSE_PROB,TO_WIN,PROP_TAG
53,398905,Jaylen Brown,Celtics,rebounds,6.5,110,under,0.631983974,1.635831727,0.476190476,8.852244907,0.093175821,0.019829467,49.43,Jaylen Brown_rebounds_under
54,660547,Tyrese Haliburton,Pacers,points,16.5,-105,over,0.682633715,1.663805311,0.512195122,7.246202638,0.083476275,0.022997462,42.48305898,Tyrese Haliburton_points_over
55,660547,Al Horford,Celtics,rebounds,7.5,-135,under,0.675680182,0.880920106,0.574468085,7.246202638,0.083476275,0.022997462,42.48305898,Al Horford_rebounds_under
56,660547,Jaylen Brown,Celtics,points,26.5,-120,under,0.674604676,1.183876198,0.545454545,7.246202638,0.083476275,0.022997462,42.48305898,Jaylen Brown_points_under
57,660547,Myles Turner,Pacers,rebounds,7.5,-135,under,0.663964323,0.778948736,0.574468085,7.246202638,0.083476275,0.022997462,42.48305898,Myles Turner_rebounds_under
58,660547,Derrick White,Celtics,points,15.5,-110,over,0.639343106,1.102820561,0.523809524,7.246202638,0.083476275,0.022997462,42.48305898,Derrick White_points_over
59,660547,Jaylen Brown,Celtics,rebounds,6.5,110,under,0.631983974,1.635831727,0.476190476,7.246202638,0.083476275,0.022997462,42.48305898,Jaylen Brown_rebounds_under
60,662912,Myles Turner,Pacers,fg3m,1.5,-150,over,0.691558959,0.762991323,0.6,7.230245226,0.086945584,0.024019572,40.63271605,Myles Turner_fg3m_over
61,662912,Tyrese Haliburton,Pacers,points,16.5,-105,over,0.682633715,1.663805311,0.512195122,7.230245226,0.086945584,0.024019572,40.63271605,Tyrese Haliburton_points_over
62,662912,Al Horford,Celtics,rebounds,7.5,-135,under,0.675680182,0.880920106,0.574468085,7.230245226,0.086945584,0.024019572,40.63271605,Al Horford_rebounds_under
63,662912,Jaylen Brown,Celtics,points,26.5,-120,under,0.674604676,1.183876198,0.545454545,7.230245226,0.086945584,0.024019572,40.63271605,Jaylen Brown_points_under
64,662912,Derrick White,Celtics,points,15.5,-110,over,0.639343106,1.102820561,0.523809524,7.230245226,0.086945584,0.024019572,40.63271605,Derrick White_points_over
65,662912,Jaylen Brown,Celtics,rebounds,6.5,110,under,0.631983974,1.635831727,0.476190476,7.230245226,0.086945584,0.024019572,40.63271605,Jaylen Brown_rebounds_under
